
67140,67192,1
67148,67308,1
67152,67276,1
67180,67168,1
67180,67168,1
67180,67168,1
67180,67168,1
67180,67168,1
67184,67192,1
67368,67380,1
67392,67484,1
67396,67456,1
67016,67088,1
67060,67108,1
65992,66036,1
65872,65896,1
67060,67108,1
66460,66272,1
66432,66280,1
66088,66108,1
66432,66280,1
66088,66108,0
66432,66280,1
66088,66108,0
66432,66280,1
66088,66108,0
66432,66280,1
66088,66108,0
66432,66280,1
66460,66272,1
66432,66280,1
66088,66108,0
66116,66164,1
66128,66164,1
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66432,66280,1
66460,66272,1
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66432,66280,1
66460,66272,1
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,0
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66116,66164,0
66128,66164,1
66088,66108,1
66088,66108,1
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66088,66108,0
66432,66280,1
66088,66108,0
66116,66164,0
66128,66164,1
66088,66108,0
66116,66164,0
